price,feature_multiplier,feature_name,demand,revenue,profit
50.0,0.8,seasonal_factor,42.23910694870839,2111.9553474354193,844.7821389741678
50.0,0.9,seasonal_factor,42.23910694870839,2111.9553474354193,844.7821389741678
50.0,1.0,seasonal_factor,42.23910694870839,2111.9553474354193,844.7821389741678
50.0,1.1,seasonal_factor,42.23910694870839,2111.9553474354193,844.7821389741678
50.0,1.2,seasonal_factor,42.649526807884534,2132.4763403942266,852.9905361576907
66.66666666666667,0.8,seasonal_factor,42.23910694870839,2815.940463247226,1126.3761852988905
66.66666666666667,0.9,seasonal_factor,42.23910694870839,2815.940463247226,1126.3761852988905
66.66666666666667,1.0,seasonal_factor,42.23910694870839,2815.940463247226,1126.3761852988905
66.66666666666667,1.1,seasonal_factor,42.23910694870839,2815.940463247226,1126.3761852988905
66.66666666666667,1.2,seasonal_factor,42.649526807884534,2843.3017871923025,1137.320714876921
83.33333333333334,0.8,seasonal_factor,42.23910694870839,3519.9255790590328,1407.9702316236132
83.33333333333334,0.9,seasonal_factor,42.23910694870839,3519.9255790590328,1407.9702316236132
83.33333333333334,1.0,seasonal_factor,42.23910694870839,3519.9255790590328,1407.9702316236132
83.33333333333334,1.1,seasonal_factor,42.23910694870839,3519.9255790590328,1407.9702316236132
83.33333333333334,1.2,seasonal_factor,42.649526807884534,3554.127233990378,1421.6508935961513
100.0,0.8,seasonal_factor,42.23910694870839,4223.910694870839,1689.5642779483355
100.0,0.9,seasonal_factor,42.23910694870839,4223.910694870839,1689.5642779483355
100.0,1.0,seasonal_factor,42.23910694870839,4223.910694870839,1689.5642779483355
100.0,1.1,seasonal_factor,42.23910694870839,4223.910694870839,1689.5642779483355
100.0,1.2,seasonal_factor,42.649526807884534,4264.952680788453,1705.9810723153814
116.66666666666667,0.8,seasonal_factor,42.23910694870839,4927.895810682646,1971.1583242730585
116.66666666666667,0.9,seasonal_factor,42.23910694870839,4927.895810682646,1971.1583242730585
116.66666666666667,1.0,seasonal_factor,42.23910694870839,4927.895810682646,1971.1583242730585
116.66666666666667,1.1,seasonal_factor,42.23910694870839,4927.895810682646,1971.1583242730585
116.66666666666667,1.2,seasonal_factor,42.649526807884534,4975.778127586529,1990.3112510346118
133.33333333333334,0.8,seasonal_factor,42.23910694870839,5631.880926494452,2252.752370597781
133.33333333333334,0.9,seasonal_factor,42.23910694870839,5631.880926494452,2252.752370597781
133.33333333333334,1.0,seasonal_factor,42.23910694870839,5631.880926494452,2252.752370597781
133.33333333333334,1.1,seasonal_factor,42.23910694870839,5631.880926494452,2252.752370597781
133.33333333333334,1.2,seasonal_factor,42.649526807884534,5686.603574384605,2274.641429753842
150.0,0.8,seasonal_factor,42.23910694870839,6335.866042306258,2534.3464169225035
150.0,0.9,seasonal_factor,42.23910694870839,6335.866042306258,2534.3464169225035
150.0,1.0,seasonal_factor,42.23910694870839,6335.866042306258,2534.3464169225035
150.0,1.1,seasonal_factor,42.23910694870839,6335.866042306258,2534.3464169225035
150.0,1.2,seasonal_factor,42.649526807884534,6397.42902118268,2558.971608473072
166.66666666666669,0.8,seasonal_factor,42.23910694870839,7039.8511581180655,2815.9404632472265
166.66666666666669,0.9,seasonal_factor,42.23910694870839,7039.8511581180655,2815.9404632472265
166.66666666666669,1.0,seasonal_factor,42.23910694870839,7039.8511581180655,2815.9404632472265
166.66666666666669,1.1,seasonal_factor,42.23910694870839,7039.8511581180655,2815.9404632472265
166.66666666666669,1.2,seasonal_factor,42.649526807884534,7108.254467980756,2843.3017871923025
183.33333333333334,0.8,seasonal_factor,42.23910694870839,7743.836273929872,3097.534509571949
183.33333333333334,0.9,seasonal_factor,42.23910694870839,7743.836273929872,3097.534509571949
183.33333333333334,1.0,seasonal_factor,42.23910694870839,7743.836273929872,3097.534509571949
183.33333333333334,1.1,seasonal_factor,42.23910694870839,7743.836273929872,3097.534509571949
183.33333333333334,1.2,seasonal_factor,42.649526807884534,7819.079914778832,3127.631965911533
200.0,0.8,seasonal_factor,42.23910694870839,8447.821389741677,3379.128555896671
200.0,0.9,seasonal_factor,42.23910694870839,8447.821389741677,3379.128555896671
200.0,1.0,seasonal_factor,42.23910694870839,8447.821389741677,3379.128555896671
200.0,1.1,seasonal_factor,42.23910694870839,8447.821389741677,3379.128555896671
200.0,1.2,seasonal_factor,42.649526807884534,8529.905361576906,3411.962144630763
